#1000manxwords #1000manxwords
#Christmas #Christmas
#Cymraeg #Cymraeg
#Gaeilge #Gaeilge
#Gaelg #Gaelg
#Gaelic #Gaelic
#Gàidhlig #Gàidhlig
#HistoryinHeels #HistoryinHeels
#IOM #IOM
#IoM #IoM
#Ireland #Ireland
#IsleOfMan #IsleOfMan
#IsleofMan #IsleofMan
#Kernewek #Kernewek
#Manaweg #Manaweg
#Manx #Manx
#ManxWithGaelicSpelling #ManxWithGaelicSpelling
#MotherLanguage #MotherLanguage
#NicolaDixon #NicolaDixon
#RakutenJP #RakutenJP
#SolaceNoa #SolaceNoa
#SophiaMorrison #SophiaMorrison
#TIML2016 #TIML2016
#TT2013 #TT2013
#TT2014 #TT2014
#Tinvaal #Tinvaal
#Traditional #Traditional
#Twitter #Twitter
#TynwaldDay #TynwaldDay
#ValentinesDay #ValentinesDay
#Wimbledon #Wimbledon
#awww #awww
#belowtheline #belowtheline
#brrr #brrr
#culture #culture
#fb #fb
#g #g
#gae #gae
#gaeilge #gaeilge
#gael #gael
#gaelg #gaelg
#gaelgeek #gaelgeek
#gaelic #gaelic
#gaidhlig #gaidhlig
#galeg #galeg
#gv2ga #gv2ga
#gàidhlig #gàidhlig
#hihohiho #hihohiho
#hockey #hockey
#imld14 #imld14
#interceltique #interceltique
#iom #iom
#iomtt #iomtt
#iomtt2014 #iomtt2014
#isleofman #isleofman
#jerriais #jerriais
#kernewek #kernewek
#livebelowthelineuk #livebelowthelineuk
#man #man
#manx #manx
#manx#gaelg #manx#gaelg
#manxcalendar #manxcalendar
#manxmusic #manxmusic
#manxscenes #manxscenes
#manxwithgaelicspellng #manxwithgaelicspellng
#music #music
#peel #peel
#rhumsaa #rhumsaa
#sea #sea
#smc #smc
#soundcloud #soundcloud
#tweet2learn #tweet2learn
#voicesof4 #voicesof4
'n an
ashleyder físí
ashleyder t-aislingeach
ashleyderyn aislingigh
ashleyderyn fhísithe
ashleyderyn físithe
ashlinagh aislingeach
ashlinagh aislingeacha
ashlinagh aislingigh
ashlinagh fhísí
ashlinagh físí
ashlinagh t-aislingeach
ashlinee aislingigh
ashlinee aislingí
ashlinee fhísithe
ashlinee físithe
ashlins aisling
ashlins aislinge
ashlinsyn aislingí
ashlish aisling
ashlish aislinge
ashlish bhrionglóid
ashlish bhrionglóide
ashlish brionglóid
ashlish brionglóide
ashlishagh aislingeach
ashlishagh aislingeacha
ashlishagh aislingigh
ashlishee aislingí
ashlishyn aislingí
ashlishyn bhrionglóidí
ashlishyn brionglóidí
ashoon náisiúin
ashoon náisiún
ashoon-quaagh tír iasachta
ashoonagh náisiúnta
ashoonaght náisiúntacht
ashoonaght náisiúntachta
ashoonaghys náisiúnachais
ashoonaghys náisiúnachas
ashoonee náisiúin
ashoonee náisiúnta
ashooneyr náisiúnaí
ashooneyragh náisiúnach
ashooneyragh náisiúnacha
ashooneyragh náisiúnaigh
ashooneyree náisiúnaí
ashooneyryn náisiúnaithe
ashoonyn náisiúin
ashvuillaghyn aisbhuillí
ashvuilley aisbhuille
ashvuilley t-aisbhuille
asin bhfoscain
asin cháith
asin fhoscain
asin gcáith
asin-jee cháithigí
asin-jee fhoscnaígí
asinagh cháithfeadh
asinagh d'fhoscnódh
asinin cháithfinn
asinin d'fhoscnóinn
asinit cháite
asinit fhoscanta
asinys cháithfidh
asinys fhoscnóidh
ask ask
askaid neascóid
askaid neascóide
askaidyn neascóidí
askule fhascúil
askule fhascúl
askuleyn fhascúil
aslane easláin
aslane easláine
aslane easlán
aslane easlána
aslaynt easláine
aslaynt t-éagruas
aslaynt éagruais
aslaynt éagruas
aslayntagh easláinteach
aslayntagh easláinteacha
aslayntagh easláintigh
aslayntee easláintí
aslayntyn éagruais
asleep asleep
asn bhfoscain
asn cháith
asn fhoscain
asn gcáith
asn-jee cháithigí
asn-jee fhoscnaígí
asnagh cháithfeadh
asnagh d'fhoscnódh
asnagh easnach
asnagh easnacha
asnagh easnaigh
asnaghyn easnacha
asnaid asnaid
asnaid asnaide
asnee bhfoscain
asnee cháith
asnee easnaí
asnee fhoscain
asnee gcáith
asnee-jee cháithigí
asnee-jee fhoscnaígí
asneeagh cháithfeadh
asneeagh d'fhoscnódh
asneein cháithfinn
asneein d'fhoscnóinn
asney cháite
asney cháitheadh
asney easna
asney fhoscnaimh
asney fhoscnamh
asneyder cháiteoir
asneyder cháiteora
asneyderyn cháiteoirí
asnin cháithfinn
asnin d'fhoscnóinn
asnit cháite
asnit fhoscanta
asnys cháithfidh
asnys fhoscnóidh
asp asp
asp aspa
asparag asparagais
asparag asparagas
asparag t-asparagas
aspick easpag
aspick easpaig
aspick t-easpag
aspickagh easpagóideach
aspickagh easpagóideacha
aspickagh easpagóidigh
aspickee easpagóidí
aspickyn easpaig
aspickys deoise
aspickys dheoise
aspickysyn deoisí
aspickysyn dheoisí
aspryn aspairín
aspryn t-aspairín
asprynyn aspairíní
aspyn aspanna
ass as
ass-caarjys eascairdeas
ass-caarjys eascairdis
ass-caarjys t-eascairdeas
ass-jee aisti
ass-jeeish aistise
ass-laue ar an láthair
ass-lieh ar son
ass-syn as-san
ass-y-noa as an nua
assaairaght neamhláithreacht
assaairaght neamhláithreachta
assaar easpa
assaaragh as láthair
assaaragh neamhláithrí
assaaraght neamhláithreacht
assaaraght neamhláithreachta
assaaree neamhláithrithe
assaaryn easpaí
assag easóg
assag easóige
assagagh chlóchasach
assagagh chlóchasacha
assagagh chlóchasaigh
assagagh clóchasach
assagagh clóchasacha
assagagh clóchasaigh
assagee chlóchasaí
assagee clóchasaí
assagh fhásach
assagh fhásaigh
assaghey aoireacht
assaghey aoireachta
assaghey bheathaithe
assaghey bheathú
assaghey bhuachailleacht
assaghey bhuachailleachta
assaghey iníor
assaghey inír
assaght fhéarach
assaght fhéaraigh
assaghyn fhásaigh
assagyn easóga
assaig farantóireacht
assaig farantóireachta
assaig fharantóireacht
assaig fharantóireachta
assamad asamait
assamad asamat
assamad t-asamat
assan fhaisean
assan fhaisin
assanagh fhaiseanta
assanee fhaiseanta
assanyn fhaisin
assaraght dhíláthair
assaraght díláthair
asschaarjys eascairdeas
asschaarjys eascairdis
asschaarjys t-eascairdeas
assdaue astu
assdauesyn astusan
assdiu asaibh
assdiuish asaibhse
assdoo astu
assdooin asainn
assdooinyn asainne
assdoosyn astusan
assee dhochair
assee dhochar
assee dhíobháil
assee dhíobhála
assee dochair
assee dochar
assee díobháil
assee díobhála
assee iníor
assee n-iníor
assee-jee iníoraigí
asseeagh d'iníorfadh
asseein d'iníorfainn
asseeyn dhíobhálacha
asseeyn díobhálacha
assetait aicéatáit
assetait aicéatáite
assetaityn aicéatáití
assetleen aicéitiléin
assetleen aicéitiléine
asseyder fhéaránach
asseyder fhéaránaigh
asseyderyn fhéaránaigh
assit iníortha
assjee aisti
assjeeish aistise
assjeh aisti
assjehish aistise
asslaynt easláinte
asslayntagh easláin
asslayntagh easláinteach
asslayntagh easláinteacha
asslayntagh easláintigh
asslayntagh easlán
asslayntagh easlána
asslayntagh t-easlán
asslayntee easláin
asslayntee easláine
asslayntee easláintí
asslayntyn easláintí
assphurt easpórtáil
assphurt n-easpórtáil
assphurt-jee easpórtálaigí
assphurt-jee n-easpórtálaigí
assphurtagh d'easpórtálfadh
assphurtal easpórtáil
assphurtal easpórtála
assphurtalyn easpórtálacha
assphurtanyn easpórtálacha
assphurtee easpórtálfaidh
assphurtin d'easpórtálfainn
assphurtit easpórtáilte
assphurtmayd easpórtálfaimid
assphurtym easpórtálfaidh mé
assphurtys easpórtálfaidh
asstan as amharc
assyd asat
assyds asatsa
assyl asail
assyl asal
assyl t-asal
assyllyn asail
assylyn asail
assym asam
assyms asamsa
assys iníorfaidh
astagh bhéaliata
astagh cheilteach
astagh cheilteacha
astagh cheiltigh
astagh thostach
astagh thostacha
astagh thostaigh
astan eascainne
astan eascann
astan-marrey eascann mhara
astanyn eascanna
astatçheen astaitín
astatçheen t-astaitín
astee bhéaliata
astee cheiltí
astee fhoscadh
astee fhoscaidh
astee thostaí
asteeagh fhoscúil
asteeagh fhoscúla
asteen fháiscín
asteenyn fháiscíní
asteeyn fhoscaí
astid dhúnárais
astid dhúnáras
astid thostaíl
astid thostaíola
astigmatys aistiogmatacht
astigmatys aistiogmatachta
astraghaghyn aistrithe
astraghey aistrithe
astraghey aistriú
astraghey n-aistrithe
astraghey t-aistriú
astree aistreoidh
astree aistrigh
astree aistrí
astree n-aistrigh
astree t-aistrí
astree-jee aistrígí
astree-jee n-aistrígí
astreeagh d'aistreodh
astreeaghey aistriú
astreeaghey t-aistriú
astreein d'aistreoinn
astreemayd aistreoimid
astreeym aistreoidh mé
astreeyn aistrithe
astrit aistrithe
astro astro
astroayllee astralaí
astroayllee t-astralaí
astroaylleeagh astralaíche
astroaylleeagh astralaíoch
astroaylleeagh astralaíocha
astroaylleeaght astralaíocht
astroaylleeaght astralaíochta
astroaylleeyn astralaithe
astrys aistreoidh
astyl ascaill
astyl ascaille
astyllyn ascaillí
astylyn ascaillí
astyr dhíothaigh
astyr dtarraing
astyr díothaigh
astyr fheascair
astyr fheascar
astyr ndíothaigh
astyr shrac
astyr srac
astyr stoith
astyr tarraing
astyr tharraing
astyr thráthnóna
astyr-jee dhíothaígí
astyr-jee dtarraingígí
astyr-jee díothaígí
astyr-jee ndíothaígí
astyr-jee shracaigí
astyr-jee sracaigí
astyr-jee stoithigí
astyr-jee tarraingígí
astyr-jee tharraingígí
astyragh dhíothódh
astyragh fheascartha
astyragh shracfadh
astyragh stoithfeadh
astyragh tharraingeodh
astyragh thráthnóna
astyree díothóidh
astyree fheascartha
astyree sracfaidh
astyree stoithfidh
astyree tarraingeoidh
astyree thráthnónta
astyrin dhíothóinn
astyrin shracfainn
astyrin stoithfinn
astyrin tharraingeoinn
astyrit dhíothaithe
astyrit díothaithe
astyrit shractha
astyrit sractha
astyrit stoite
astyrit tarraingthe
astyrit tharraingthe
astyrmayd díothóimid
astyrmayd sracfaimid
astyrmayd stoithfimid
astyrmayd tarraingeoimid
astyrt baint
astyrt bainte
astyrt bhaint
astyrt bhainte
astyrt dhíothaithe
astyrt dhíothú
astyrt díothaithe
astyrt díothú
astyrt réabadh
astyrt réabtha
astyrt shracadh
astyrt shracaidh
astyrt shractha
astyrt sracadh
astyrt sracaidh
astyrt sractha
astyrt stoite
astyrt stoitheadh
astyrt tarraingt
astyrt tarraingthe
astyrt tharraingt
astyrt tharraingthe
astyrt tsracaidh
astyrt tsractha
astyrtyn shracaí
astyrtyn sracaí
astyrtyn tarraingtí
astyrtyn tharraingtí
astyrym díothóidh mé
astyrym sracfaidh mé
astyrym stoithfidh mé
astyrym tarraingeoidh mé
astyryn fheascair
astyryn thráthnónta
astyrys dhíothóidh
astyrys shracfaidh
astyrys stoithfidh
astyrys tharraingeoidh
atchim eagla
atchim faitíos
atchim faitís
atchim fhaitíos
atchim fhaitís
atchim imní
atchim scanradh
atchim scanraidh
atchim t-uafás
atchim uafáis
atchim uafás
atchimyn eaglaí
atchimyn faitís
atchimyn fhaitís
atchimyn uafáis
ate ate
atlas atlais
atlas atlas
atlas t-atlas
atlasyn atlais
atoanagh atonach
atoanagh atonacha
atoanagh atonaigh
atoanee atonaí
atreih monuar
atreih muise
atrieh monuar
atrieh muise
att ait
att at
att n-at
att t-at
att-jee ataigí
att-jee n-ataigí
attagh d'atfadh
attaghyn chorónacha
attaghyn corónacha
attee atfaidh
atteeyn chorónacha
atteeyn corónacha
attey choróin
attey chorónach
attey coróin
attey corónach
attin d'atfainn
attit ata
attitude attitude
attmayd atfaimid
attym atfaidh mé
attyn atanna
attys atfaidh
atçhim eagla
atçhim faitíos
atçhim faitís
atçhim fhaitíos
atçhim fhaitís
atçhim imní
atçhim scanradh
atçhim scanraidh
atçhim t-uafás
atçhim uafáis
atçhim uafás
atçhimagh uafásach
atçhimagh uafásacha
atçhimagh uafásaigh
atçhimee uafásaí
atçhimeyr sceimhlitheoir
atçhimeyr sceimhlitheora
atçhimeyryn sceimhlitheoirí
atçhimid t-uafás
atçhimid uafáis
atçhimid uafás
atçhimidyn uafáis
atçhimyn eaglaí
atçhimyn faitís
atçhimyn fhaitís
atçhimyn uafáis
aundyr dhuais
aundyr dhuaise
aundyr duais
aundyr duaise
aundyragh duaise
aundyryn dhuaiseanna
aundyryn duaiseanna
aunlyn anlainn
aunlyn anlann
aunlyn t-anlann
autograaf t-átagraf
autograaf átagraf
autograaf átagraif
autograafyn átagraif
available available
aw aimhe
aw amh
aw amha
awane mhínáireach
awane mhínáireacha
awane mhínáirigh
awane mhínáirí
awane mínáireach
awane mínáireacha
awane mínáirigh
awane mínáirí
awaneagh leathdhuine
awards awards
away away
awc'h awc'h
awful awful
awfully awfully
awid aimhe
awin abhainn
awin abhann
awin-tragh abhantrach
awin-tragh abhantraí
awin-tree abhantracha
awinagh aibhneach
awinagh aibhneacha
awinagh aibhnigh
awinee aibhní
awiney abhann
awinyn aibhneacha
awn ann
awnlyntane chruibhéad
awnlyntane chruibhéid
awnlyntane cruibhéad
awnlyntane cruibhéid
awnlyntaneyn chruibhéid
awnlyntaneyn cruibhéid
awns i
awns in
awnse t-unsa
awnse unsa
awnseyn unsaí
awnsyn annsan
awree anraith
awree t-anraith
awreeyn anraithí
ay ay
ayd agat
ayds agatsa
aym agam
ayms agamsa
ayn ann
ayn fháthanna
ayn-ass ann-as
ayn-jee inti
ayn-jeeish intise
ayndagh innéacs
ayndagh t-innéacs
ayndaghyn innéacsanna
ayndaue iontu
ayndauesyn iontusan
ayndee innéacsanna
ayndiu ionaibh
ayndiuish ionaibhse
ayndoo iontu
ayndooin ionainn
ayndooinyn ionainne
ayndoosyn iontusan
aynin ionainn
ayninyn ionainne
aynjee inti
aynjeeish intise
ayns i
ayns in
ayns-shen ansin
ayns-shoh anseo
aynshen ansin
aynshid ansiúd
aynshoh anseo
aynsyn annsan
aynyd ionat
aynyds ionatsa
aynym ionam
aynyms ionamsa
aynyn ionainn
aynynyn ionainne
ayr athair
ayr t-athair
ayr-'sy-leigh athair céile
ayr-losserey athair lusa
ayr-nieu nathair
ayr-nieu nathrach
ayr-nieughyn nathracha
ayraght athaireacht
ayraght athaireachta
ayraghyn aithreacha
ayrey athar
ayrn chion
ayrn choda
ayrn chuid
ayrn cion
ayrn coda
ayrn cuid
ayrn ranna
ayrn roinn
ayrn urrainne
ayrn urrann
ayrneen cháithnín
ayrneen cáithnín
ayrneenyn cháithníní
ayrneenyn cáithníní
ayrnyn chodanna
ayrnyn codanna
ayrnyn ranna
ayrnyn urranna
ayroil aithriúil
ayroil aithriúla
ayroil athartha
ays i
ays in
aysn i
aysn in
b'agh nduine
b'aghyn ndaoine
baa bó
baa póigín
baabaght bpápacht
baabaght bpápachta
baag bpóg
baag bpógfaidh
baag bpóige
baag phógfaidh
baagagh bpógfadh
baagagh phógfadh
baagey bpógadh
baagey bpógtha
baagh ainmhí
baagh beithígh
baagh beithíoch
baagh d'ainmhí
baagh hainmhí
baagh t-ainmhí
baagh-oallagh míoleolaíoch
baagh-oallagh míoleolaíocha
baagh-oallee míoleolaí
baagh-oallee míoleolaíche
baagh-oalleeaght míoleolaíocht
baagh-oalleeaght míoleolaíochta
baagh-oalleeyn míoleolaithe
baagh-oaylleeaght míoleolaíocht
baagh-oaylleeaght míoleolaíochta
baaghtagh ainmhíoch
baaghtagh ainmhíocha
baaghtagh hainmhíoch
baaghtee ainmhíche
baaghyn ainmhithe
baaghyn beithígh
baaghyn d'ainmhithe
baaghyn hainmhithe
baaghyn póigíní
baagin bpógfainn
baagin phógfainn
baagmayd bpógfaimid
baagmayd phógfaimid
baagym bpógfaidh mé
baagym phógfaidh mé
baagyn bpóga
baaie bá
baaieagh bóitheach
baaieagh bóithigh
baaieaghyn bóithigh
baaieyn bánna
baaish baithis
baaish baithise
baaish báis
baaishyn baithisí
baal bpáil
baal bpáile
baal gcró
baal loca
baalan bpubaill
baalan bpuball
baalanyn bpubaill
baalyn bpáileacha
baalyn gcróite
baalyn locaí
baanragh máineach
baanragh máineacha
baanragh máinigh
baanree máiní
baanreydagh d'fhanaiceach
baanreydagh d'fhanaicigh
baanreydagh fanaiceach
baanreydagh fanaiceacha
baanreydagh fanaicigh
baanreydee d'fhanaicigh
baanreydee fanaicigh
baanreydee fanaicí
baanrid buile
baanrid báiní
baanrit craiceáilte
baanrit le báiní
baanrys gealtacht
baanrys gealtachta
baar bearr
baar caith
baar gcaith
baar laghdóidh
baar mbearr
baar-jee bearraigí
baar-jee caithigí
baar-jee gcaithigí
baar-jee mbearraigí
baaragh laghdódh
baarail caitheamh
baarail caithimh
baarail laghdaithe
baarail laghdú
baarailagh baothchaiteoir
baarailagh baothchaiteora
baarailagh diomailteach
baarailagh diomailteacha
baarailagh diomailteoir
baarailagh diomailteora
baarailagh diomailtigh
baarailagh róchaifeach
baarailagh róchaifeacha
baarailagh róchaifigh
baarailee baothchaiteoirí
baarailee diomailteoirí
baarailee diomailtí
baarailee róchaifí
baarant dtuismitheoir
baarant dtuismitheora
baarantyn dtuismitheoirí
baare bairr
baare barr
baare bearr
baare caith
baare gcaith
baare mbearr
baare-hrome barrthroime
baare-hrome barrthrom
baare-hrome barrthroma
baare-jee bearraigí
baare-jee caithigí
baare-jee gcaithigí
baare-jee mbearraigí
baaree bearrfaidh
baaree caithfidh
baarelagh barráin
baarelagh barrán
baarelee barráin
baaremayd bearrfaimid
baaremayd caithfimid
baarey bearradh
baarey bearrtha
baareyder bearrthóir
baareyder bearrthóra
baareyderyn bearrthóirí
baareym bearrfaidh mé
baareym caithfidh mé
baarin laghdóinn
baarit bearrtha
baarit caite
baarium bairiam
baarl Béarla
baarle Béarla
baarmayd bearrfaimid
baarmayd caithfimid
baarmayd laghdóimid
baarnagh bairneach
baarnagh bairnigh
baarnagh bearnach
baarnagh bearnacha
baarnagh bearnaigh
baarnaghey dul ar gcúl
baarnaghyn bearnaí
baarnee bairnigh
baarnee bearnaí
baarney bearna
baart bpáirt
baart bpáirte
baart gcoda
baart gcuid
baarteeaght bpáirtíocht
baarteeaght bpáirtíochta
baarteenaghys bpáirtíocht
baarteenaghys bpáirtíochta
baarteenaghysyn bpáirtíochtaí
baartyn bpáirteanna
baartyn gcodanna
baarym bearrfaidh mé
baarym caithfidh mé
baarym laghdóidh mé
baas bás
baase bpas
baase bás
baaseyn bpasanna
baaseyn básanna
baasoil marfach
baasoil marfacha
baasoil marfaigh
baasoil marfaí
baasoiley marfacha
baasoilid básmhaireacht
baasoilid básmhaireachta
baasyn básanna
baataghyn báid
baatey bád
baatey báid
baatey-eeastee bád iascaireachta
baatey-sauail bád tarrthála
baateyr bádóir
baateyr bádóra
baateyryn bádóirí
baateyrys bádóireacht
baateyrys bádóireachta
baatyn báid
baayn póigíní
baayrt bpáirt
baayrt bpáirte
baayrt gcoda
baayrt gcuid
baayrtyn bpáirteanna
baayrtyn gcodanna
baays dtart
baays dtarta
bab báb
bab báibe
babbagh liopach
babbagh liopacha
babbagh liopaigh
babban babaí
babban bábáin
babban bábán
babban bábóg
babban bábóige
babban muirnigh
babban-jee muirnígí
babbanagh liopach
babbanagh liopacha
babbanagh liopaigh
babbanee liopaí
babbanee muirneoidh
babbaney muirnithe
babbaney muirniú
babbanit muirnithe
babbanmayd muirneoimid
babbanym muirneoidh mé
babbanyn babaithe
babbanyn bábáin
babbanyn bábóga
babbee liopaí
babbyn bába
baboon babúin
baboon babún
baboonyn babúin
babreyder bpáipéaraí
babreyderyn bpáipéaraithe
babreydys bpáipéarachais
babreydys bpáipéarachas
babyn bába
babyr bpáipéar
babyr bpáipéaróidh
babyr pháipéaróidh
babyr-naight nuachtáin
babyr-naight nuachtán
babyragh bpáipéaródh
babyragh pháipéaródh
babyral bpáipéaraithe
babyral bpáipéarú
babyrey bpáipéir
babyrin bpáipéaróinn
babyrin pháipéaróinn
babyrmayd bpáipéaróimid
babyrmayd pháipéaróimid
babyrym bpáipéaróidh mé
babyrym pháipéaróidh mé
babyryn bpáipéir
babyryn-naight nuachtáin
bac bac
bac baic
bac-ratçh rás bacainní
baccagh bacach
baccagh bacacha
baccagh bacaigh
baccee bacaigh
baccee bacaí
baccid bacadaíl
baccid bacadaíola
baccid bacaí
bach bach
bachyderm bpacaideirm
bachyderm bpacaideirme
bachydermyn bpacaideirmí
bacilleen bachaillín
bacilleenyn bachaillíní
back ar ais
bacteyr baictéar
bacteyr baictéir
bacteyr-oaylleeaght baictéareolaíocht
bacteyr-oaylleeaght baictéareolaíochta
bacteyragh baictéarach
bacteyragh baictéaracha
bacteyragh baictéaraigh
bacteyree baictéaraí
bacteyryn baictéir
bacyn baic
bad bad
baddal slacadh
baddal slactha
baddal tslactha
baddeyder slacaí
baddeyder tslacaí
baddeyderyn slacaithe
badjer bpaidir
badjer bpaidre
badjeraghyn bpaidreacha
badjeryn bpaidreacha
badmyntyn badmantain
badmyntyn badmantan
badmyntynyn badmantain
baediatreyr bpéidiatraí
baediatreyryn bpéidiatraithe
baediatreyrys bpéidiatraic
baediatreyrys bpéidiatraice
baganagh bpágánach
baganagh bpágánaigh
baganaght bpágántacht
baganaght bpágántachta
baganee bpágánaigh
bagatelle bagaitéal
bagatelle bagaitéil
bagatelleyn bagaitéil
bagg bpacálfaidh
bagg phacálfaidh
baggad bpaicéad
baggad bpaicéid
baggadyn bpaicéid
baggagh bpacálfadh
baggagh phacálfadh
baggaghyn bpacaí
baggaghyn mburlaí
baggaid bpaicéad
baggaid bpaicéid
baggaidyn bpaicéid
baggal bpacáil
baggal bpacála
baggan gclúidín
bagganyn gclúidíní
baggey bpaca
baggey mburla
baggin bpacálfainn
baggin phacálfainn
baggmayd bpacálfaimid
baggmayd phacálfaimid
baggym bpacálfaidh mé
baggym phacálfaidh mé
baggyr bagair
baggyr mbagair
baggyr-jee bagraígí
baggyr-jee mbagraígí
baggyraghyn bagróirí
baggyree bagróidh
baggyrey bagróir
baggyrey bagróra
baggyrit bagartha
baggyrmayd bagróimid
baggyrt bagairt
baggyrt bagartha
baggyrtagh bagrach
baggyrtagh bagracha
baggyrtagh bagraigh
baggyrtagh bagróir
baggyrtagh bagróra
baggyrtee bagraí
baggyrtee bagróirí
baggyrtyn bagairtí
baggyrtys bagairt
baggyrtys bagartha
baggyrtysyn bagairtí
baggyrym bagróidh mé
baggyryn bagróirí
bagh cónaigh
bagh gcónaigh
bagh-jee cónaígí
bagh-jee gcónaígí
baghagh hináitrithe
baghagh ináitrithe
baghee cónaithe
baghee cónóidh
baghee d'áitithe
baghee háitithe
baghee ináitrithe
baghee áitithe
baghey cónaí
baghey d'áitiú
baghey háitiú
baghey t-áitiú
baghey áitiú
baghit cónaithe
baghmayd cónóimid
baght míniú
baght trácht
baght tráchta
baghtag nóta
baghtagyn nótaí
baghtal soiléir
baghtal soiléire
baghteyrys beachtaíocht
baghteyrys beachtaíochta
baghtyn mínithe
baghtyn tráchtanna
baghym cónóidh mé
bagoon bagúin
bagoon bagún
baie bá
baie-uinnag báfhuinneog
baie-uinnag báfhuinneoige
baie-uinnagyn báfhuinneoga
baieyn bánna
baighey bá
baighey báite
baih bá
baih báigh
baih mbáigh
baih-jee báigí
baih-jee mbáigí
baihaghey bá
baihee báfaidh
baihit báite
baihmayd báfaimid
baiht báite
baihym báfaidh mé
baill bail
baill baile
bainnagh bainniúil
bainnagh bainniúla
bainnee bainniúla
bainney bainne
baint bpéint
baint bpéinte
bairk bpáirc
bairk bpáirce
bairk bpáirceálfaidh
bairk pháirceálfaidh
bairkagh bpáirceálfadh
bairkagh pháirceálfadh
bairkal bpáirceáil
bairkal bpáirceála
bairkin bpáirceálfainn
bairkin pháirceálfainn
bairkmayd bpáirceálfaimid
bairkmayd pháirceálfaimid
bairkym bpáirceálfaidh mé
bairkym pháirceálfaidh mé
bairkyn bpáirceanna
baise baise
baish bpáis
baish bpáise
baitt bplá
baittyn bplánna
baitçhey bpáiste
baitçhyn bpáistí
bakehouse bakehouse
balcane balcóin
balcane balcóine
balcaneyn balcóiní
balchey bhflúirse
balchey neart
balchey nirt
balchid bhflúirse
balehey bhflúirse
balehey neart
balehey nirt
baljagh bardasach
baljagh bardasacha
baljagh bardasaigh
baljagh cathrach
baljagh huirbeach
baljagh uirbeach
baljagh uirbeacha
baljagh uirbigh
baljaght bardasacht
baljaght bardasachta
baljaghtyn bardasachtaí
baljee bardasaí
baljee uirbí
baljyn bailte
baljyn-beggey sráidbhailte
baljyn-beggey-cheerey sráidbhailte
baljyn-beggey-çheerey sráidbhailte
baljyn-cheerey bailte
baljyn-mooarey cathracha
baljyn-çheerey bailte
baljys bailecheantair
baljys bailecheantar
baljysyn bailecheantair
balla baile
ballaadjum bpallaidiam
ballad ballad
ballagh bealach
ballagh bealaigh
ballast ballasta
ballay bailé
ballayyn bailéanna
ballee bealaí
balley baile
balley-beg baile beag
balley-beg sráidbhaile
balley-beg tsráidbhaile
balley-beg-cheerey sráidbhaile
balley-beg-cheerey tsráidbhaile
balley-beg-çheerey sráidbhaile
balley-beg-çheerey tsráidbhaile
balley-cheerey baile
balley-mooar cathair
balley-mooar cathrach
balley-çheerey baile
ballistagh balaistíoch
ballistagh balaistíocha
ballistaghys balaistíocht
ballistaghys balaistíochta
ballistee balaistíche
ballister balastair
ballister balastar
ballisteryn balastair
balloo bailbh
balloo bailbhe
balloo balbh
balloo balbha
balloo balbháin
balloo balbhán
ballooid bailbhe
balloon balúin
balloon balún
balloonagh balúnaí
balloonee balúnaithe
balloonyn balúin
balm bpailm
balm bpailme
balmyn bpailmeacha
balsee bpairilis
balsee bpairilise
balsee-doghanit bpairiliseach
balsee-doghanit bpairilisigh
